mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v3_large-16
mps-uncap,1.0,19.94156837463379,19.95682716369629,19.8976993560791,14.889001846313477
