mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v3_large-16
mps-uncap,1.0,25.147199630737305,25.000810623168945,25.60257911682129,21.742820739746094
