mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v3_large-16
mps-uncap,1.0,1615.0248898284638,1613.9954549253462,1615.031953112705,1129.8670826629614
