mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v3_large-16
mps-uncap,1.0,9.60397720336914,16.484498977661133,9.691953659057617,5.173444747924805
