mode,load,0_mobilenet_v3_small-32,1_resnet152-4,2_squeezenet1_0-8
mps-uncap,0.8,6.6051483154296875,17.478036880493164,3.7703514099121094
mps-uncap,0.9,5.903196334838868,17.113685607910156,4.420185089111328
mps-uncap,1.0,6.749367713928223,18.204116821289062,3.8330554962158203
mps-uncap,0.5,6.695747375488281,15.102863311767578,3.897428512573242
mps-uncap,0.6,5.899667739868164,16.055941581726074,3.8301944732666016
mps-uncap,0.7,5.771493911743164,16.43548011779785,4.053831100463867
mps-uncap,0.1,9.8419189453125,26.516532897949222,4.215860366821289
mps-uncap,0.2,9.674692153930664,23.692703247070316,4.054546356201172
mps-uncap,0.3,8.565425872802734,17.387437820434574,3.917980194091797
mps-uncap,0.4,7.524967193603516,16.33546352386475,3.8844108581542973
