mode,load,0_mobilenet_v3_small-32,1_resnet152-4,2_squeezenet1_0-8
mps-uncap,0.8,223.29449653625488,564.5103454589844,43.404340744018555
mps-uncap,0.9,245.74756622314453,2290.6746864318848,2101.924180984497
mps-uncap,1.0,12570.632934570312,10058.121681213379,2374.6306896209717
mps-uncap,0.5,25.269746780395508,75.36816596984863,17.084598541259766
mps-uncap,0.6,41.330575942993164,158.88190269470215,28.12933921813965
mps-uncap,0.7,42.39773750305176,154.67309951782227,35.29500961303711
mps-uncap,0.1,18.41592788696289,51.2843132019043,6.8378448486328125
mps-uncap,0.2,28.102874755859375,50.14967918395996,12.054443359375
mps-uncap,0.3,23.569583892822266,35.79401969909668,15.31982421875
mps-uncap,0.4,24.538040161132812,56.66947364807129,15.813350677490234
