mode,load,0_mobilenet_v3_small-32,1_resnet152-4,2_squeezenet1_0-8
mps-uncap,0.8,10.647058486938477,19.820690155029297,6.72602653503418
mps-uncap,0.9,8.972883224487305,19.03510093688965,6.5364837646484375
mps-uncap,1.0,9.258270263671875,19.202232360839844,7.075071334838867
mps-uncap,0.5,10.780572891235352,22.674560546875,7.299184799194336
mps-uncap,0.6,9.733438491821289,20.658254623413086,7.361412048339844
mps-uncap,0.7,9.994029998779297,18.850326538085938,6.499052047729492
mps-uncap,0.1,13.656377792358398,31.619787216186523,7.118463516235352
mps-uncap,0.2,11.902093887329102,28.722763061523438,6.902217864990234
mps-uncap,0.3,12.70914077758789,25.08378028869629,7.225990295410156
mps-uncap,0.4,10.190486907958984,24.55425262451172,6.951093673706055
