mode,load,0_mobilenet_v3_small-32,1_resnet152-4,2_squeezenet1_0-8
mps-uncap,0.8,5.935072898864746,15.697956085205078,2.908468246459961
mps-uncap,0.9,5.492210388183594,16.4182186126709,3.3550262451171875
mps-uncap,1.0,6.404638290405273,16.91877841949463,3.080129623413086
mps-uncap,0.5,4.821538925170898,13.867855072021484,2.737760543823242
mps-uncap,0.6,4.721641540527344,14.338850975036621,2.6836395263671875
mps-uncap,0.7,4.946589469909668,14.600276947021484,2.9828548431396484
mps-uncap,0.1,9.231805801391602,22.83620834350586,3.9179325103759766
mps-uncap,0.2,8.092880249023438,15.799522399902344,3.8225650787353516
mps-uncap,0.3,6.697416305541992,14.85586166381836,3.4720897674560547
mps-uncap,0.4,5.105018615722656,14.282584190368652,3.0231475830078125
