mode,load,0_mobilenet_v3_small-32,1_resnet152-4,2_squeezenet1_0-8
mps-uncap,0.8,4.141092300415039,13.290643692016602,1.9228458404541016
mps-uncap,0.9,4.299640655517578,14.163494110107422,2.601146697998047
mps-uncap,1.0,4.608154296875,14.0228271484375,2.269744873046875
mps-uncap,0.5,4.123210906982422,13.083696365356445,1.9109249114990234
mps-uncap,0.6,4.137992858886719,13.347387313842773,1.9102096557617188
mps-uncap,0.7,4.093408584594727,13.174057006835938,1.9235610961914062
mps-uncap,0.1,4.850149154663086,13.03863525390625,2.1855831146240234
mps-uncap,0.2,4.161834716796875,13.032674789428711,2.0613670349121094
mps-uncap,0.3,4.1103363037109375,13.16523551940918,1.9350051879882812
mps-uncap,0.4,4.139423370361328,13.094425201416016,1.909494400024414
