mode,load,0_mobilenet_v3_small-32,1_resnet152-4,2_squeezenet1_0-8
mps-uncap,0.8,18.323779106140137,47.11318016052246,3.2889842987060547
mps-uncap,0.9,42.34004020690918,612.3586893081665,1097.0962047576904
mps-uncap,1.0,5787.867188453674,5056.608200073242,1155.9110879898071
mps-uncap,0.5,0.09083747863769531,0.025033950805664062,0.020265579223632812
mps-uncap,0.6,1.4643669128417969,4.373788833618164,0.49507617950439453
mps-uncap,0.7,3.2978057861328125,11.880636215209961,1.9363164901733398
mps-uncap,0.1,0.02956390380859375,0.0400543212890625,0.029325485229492188
mps-uncap,0.2,0.030279159545898438,0.029802322387695312,0.027894973754882812
mps-uncap,0.3,0.027894973754882812,0.02765655517578125,0.026941299438476562
mps-uncap,0.4,0.026702880859375,0.027894973754882812,0.025510787963867188
