mode,load,0_mobilenet_v3_small-32,1_resnet152-4,2_squeezenet1_0-8
mps-uncap,0.8,0.011920928955078125,0.011920928955078125,0.010013580322265625
mps-uncap,0.9,0.010251998901367188,0.011444091796875,0.011444091796875
mps-uncap,1.0,0.012636184692382812,0.01239776611328125,0.010013580322265625
mps-uncap,0.5,0.010251998901367188,0.009775161743164062,0.008821487426757812
mps-uncap,0.6,0.0095367431640625,0.01239776611328125,0.0095367431640625
mps-uncap,0.7,0.009775161743164062,0.011682510375976562,0.008821487426757812
mps-uncap,0.1,0.01430511474609375,0.012159347534179688,0.013589859008789062
mps-uncap,0.2,0.012159347534179688,0.011682510375976562,0.013589859008789062
mps-uncap,0.3,0.011682510375976562,0.011444091796875,0.011205673217773438
mps-uncap,0.4,0.0095367431640625,0.011682510375976562,0.0095367431640625
