mode,load,0_mobilenet_v3_small-32,1_resnet152-4,2_squeezenet1_0-8
mps-uncap,0.8,8.84711742401123,18.60766887664795,4.430642127990723
mps-uncap,0.9,6.072521209716797,17.75723934173584,4.732027053833008
mps-uncap,1.0,6.907689571380614,18.67896795272827,4.1542792320251465
mps-uncap,0.5,9.318766593933104,16.757972240447987,5.290651321411132
mps-uncap,0.6,8.401274681091307,17.385704517364502,4.876375198364258
mps-uncap,0.7,8.2906174659729,17.736654281616214,4.859132766723631
mps-uncap,0.1,10.251522064208984,30.5025577545166,5.704102516174318
mps-uncap,0.2,10.122137069702147,24.627389907836914,4.573125839233398
mps-uncap,0.3,9.725055694580078,23.864974975585934,4.656672477722171
mps-uncap,0.4,8.919305801391607,19.478247165679797,4.967460632324219
