mode,load,0_mobilenet_v2-4,1_mobilenet_v3_large-8,2_resnet152-16
mps-uncap,0.8,4.251718521118164,5.177021026611328,21.695375442504883
mps-uncap,0.9,4.248142242431641,5.251765251159668,21.960735321044922
mps-uncap,1.0,4.341840744018555,5.06138801574707,21.792054176330566
mps-uncap,0.5,4.192829132080078,5.2040815353393555,18.91767978668213
mps-uncap,0.6,4.20832633972168,5.095720291137695,19.681215286254883
mps-uncap,0.7,4.218101501464844,5.118608474731445,20.860910415649414
mps-uncap,0.1,8.365154266357422,10.294079780578613,23.401260375976562
mps-uncap,0.2,6.77490234375,8.2930326461792,18.56684684753418
mps-uncap,0.3,4.7206878662109375,6.026864051818848,18.139123916625977
mps-uncap,0.4,4.204273223876953,5.362272262573242,18.259048461914062
