mode,load,0_mobilenet_v2-4,1_mobilenet_v3_large-8,2_resnet152-16
mps-uncap,0.8,1454.5490264892576,167.57766723632798,280.8194160461426
mps-uncap,0.9,8365.26852607727,325.96635818481445,1050.2600193023682
mps-uncap,1.0,15398.473024368286,2899.9968862533574,3389.0634989738464
mps-uncap,0.5,22.172760963439917,19.873507022857627,55.645308494567864
mps-uncap,0.6,41.50927543640135,25.869293212890575,68.32513809204096
mps-uncap,0.7,133.38824272155762,49.944572448730526,127.86149978637673
mps-uncap,0.1,13.509631156921387,16.60720586776731,24.284658432006836
mps-uncap,0.2,17.869334220886216,16.750228404998776,32.57922172546364
mps-uncap,0.3,13.867940902709968,15.56241750717162,32.06242084503173
mps-uncap,0.4,14.10253047943113,15.614652633666996,46.64989709854123
