mode,load,0_mobilenet_v2-4,1_mobilenet_v3_large-8,2_resnet152-16
mps-uncap,0.8,499.83739852905273,24.228572845458984,59.11850929260254
mps-uncap,0.9,4288.737058639526,136.69466972351074,333.38963985443115
mps-uncap,1.0,7682.507753372192,1255.1634311676025,1665.21418094635
mps-uncap,0.5,6.41322135925293,7.2231292724609375,22.06277847290039
mps-uncap,0.6,8.67605209350586,8.45479965209961,26.172161102294922
mps-uncap,0.7,19.947171211242676,11.844754219055176,36.141157150268555
mps-uncap,0.1,9.087800979614258,10.937929153442383,23.678064346313477
mps-uncap,0.2,7.566213607788086,9.112119674682617,19.664525985717773
mps-uncap,0.3,6.045341491699219,7.2067975997924805,19.357919692993164
mps-uncap,0.4,5.475521087646484,6.721735000610352,20.471692085266113
