mode,load,0_mobilenet_v2-4,1_mobilenet_v3_large-8,2_resnet152-16
mps-uncap,0.8,5.128812789916993,7.028770446777344,22.478818893432617
mps-uncap,0.9,5.213022232055664,7.0618391036987305,22.385835647583008
mps-uncap,1.0,5.812406539916992,6.562423706054688,22.25816249847412
mps-uncap,0.5,4.967212677001953,6.838726997375488,22.07736968994141
mps-uncap,0.6,4.936313629150391,6.86802864074707,22.807025909423828
mps-uncap,0.7,5.0506591796875,6.983184814453125,22.882318496704105
mps-uncap,0.1,9.457850456237793,11.55083179473877,28.053760528564457
mps-uncap,0.2,8.357477188110352,10.413050651550293,23.668098449707035
mps-uncap,0.3,6.901836395263671,8.613228797912598,20.9871768951416
mps-uncap,0.4,5.23066520690918,7.210969924926757,21.898269653320312
