mode,load,0_mobilenet_v2-4,1_mobilenet_v3_large-8,2_resnet152-16
mps-uncap,0.8,5.806560516357422,8.217220306396483,24.728775024414062
mps-uncap,0.9,5.790615081787109,8.148252964019775,23.011553287506104
mps-uncap,1.0,6.635117530822753,7.41203784942627,23.71968984603882
mps-uncap,0.5,5.92668056488037,8.686778545379637,24.44988965988159
mps-uncap,0.6,5.78557014465332,8.80188941955566,24.92725372314453
mps-uncap,0.7,5.7820868492126465,8.577837944030765,24.902086257934567
mps-uncap,0.1,9.798181056976318,11.889736652374268,31.16004467010498
mps-uncap,0.2,9.3310546875,11.303353309631348,28.11468124389648
mps-uncap,0.3,8.077659606933597,10.01410961151123,23.528766632080075
mps-uncap,0.4,6.805682182312012,9.052534103393556,24.59350824356079
