mode,load,0_mobilenet_v2-4,1_mobilenet_v3_large-8,2_resnet152-16
mps-uncap,0.8,1458.6433124542234,173.71903896331784,302.6556968688965
mps-uncap,0.9,8370.178165435791,331.53408765792847,1072.090744972229
mps-uncap,1.0,15403.235721588135,2905.9283876419067,3410.885555744171
mps-uncap,0.5,26.75017833709716,25.68647146224973,73.87283086776728
mps-uncap,0.6,45.861558914184556,31.42150878906249,87.23074913024894
mps-uncap,0.7,137.52801418304443,55.5067825317383,149.19162750244115
mps-uncap,0.1,21.197967529296882,25.483641624450676,48.52919101715087
mps-uncap,0.2,23.739848136901852,24.38869476318359,49.60728645324679
mps-uncap,0.3,18.655233383178725,21.47822618484496,50.902423858642535
mps-uncap,0.4,18.33372116088867,20.87522506713868,66.00880622863767
