mode,load,0_mobilenet_v2-4,1_mobilenet_v3_large-8,2_resnet152-16
mps-uncap,0.8,1503.6344528198242,189.90135192871094,339.70022201538086
mps-uncap,0.9,8472.114324569702,347.3212718963623,1112.7636432647705
mps-uncap,1.0,15469.882249832153,2968.595027923584,3509.1073513031006
mps-uncap,0.5,35.94160079956055,34.49392318725586,82.45062828063965
mps-uncap,0.6,69.86761093139648,43.862342834472656,90.88993072509766
mps-uncap,0.7,154.984712600708,72.85904884338379,161.83233261108398
mps-uncap,0.1,22.4764347076416,36.38100624084473,32.27829933166504
mps-uncap,0.2,29.427528381347656,26.600122451782227,56.542158126831055
mps-uncap,0.3,26.815414428710938,29.91771697998047,45.3801155090332
mps-uncap,0.4,23.77939224243164,25.47597885131836,82.83448219299316
