mode,load,0_mobilenet_v3_large-4,1_mobilenet_v3_large-4
mig,0.1,15.626401901245142,17.22433805465695
mig,0.2,20.318703651428223,20.339472293853763
mig,0.3,20.09092330932615,19.113445281982408
mig,0.4,16.53839111328124,16.572589874267567
mig,0.5,15.93170642852785,16.452848911285418
mig,0.6,15.295810699462896,15.80910205841064
mig,0.7,20.666599273681665,20.88493347167969
mig,0.8,36.23223304748537,25.397815704345682
mig,0.9,51.16297960281369,50.190327167511086
mig,1.0,187.2087240219116,303.2955384254456
