mode,load,0_mobilenet_v3_large-4,1_mobilenet_v3_large-4
mig,0.1,23.038625717163086,19.437074661254883
mig,0.2,23.279190063476562,24.35302734375
mig,0.3,22.897005081176758,24.11341667175293
mig,0.4,22.27020263671875,19.007205963134766
mig,0.5,19.058704376220703,21.025657653808594
mig,0.6,19.431352615356445,23.7274169921875
mig,0.7,33.97774696350098,28.02872657775879
mig,0.8,54.0010929107666,36.53669357299805
mig,0.9,62.47210502624512,65.75441360473633
mig,1.0,224.18665885925293,335.0794315338135
