mode,load,0_mobilenet_v3_large-4,1_mobilenet_v3_large-4
mig,0.1,0.049114227294921875,0.04839897155761719
mig,0.2,0.04673004150390625,0.04696846008300781
mig,0.3,0.04863739013671875,0.05030632019042969
mig,0.4,0.28836727142333984,0.20051002502441406
mig,0.5,0.6113052368164062,0.5974769592285156
mig,0.6,1.44195556640625,1.1670589447021484
mig,0.7,2.0821094512939453,2.094149589538574
mig,0.8,3.421902656555176,3.502011299133301
mig,0.9,8.110404014587402,6.148099899291992
mig,1.0,69.59819793701172,113.30699920654297
