mode,load,0_mobilenet_v3_large-4,1_mobilenet_v3_large-4
mig,0.1,27.89616584777832,25.99787712097168
mig,0.2,28.539657592773438,28.770923614501953
mig,0.3,28.14197540283203,28.591394424438477
mig,0.4,24.990558624267578,21.72231674194336
mig,0.5,21.857023239135742,23.865461349487305
mig,0.6,22.257566452026367,26.503801345825195
mig,0.7,36.75699234008789,30.736446380615234
mig,0.8,56.78129196166992,39.32976722717285
mig,0.9,65.2308464050293,68.56918334960938
mig,1.0,227.04815864562988,337.90063858032227
