mode,load,0_mobilenet_v3_large-4,1_mobilenet_v3_large-4
mig,0.1,2.753019332885742,2.7513504028320312
mig,0.2,2.8133392333984375,2.8028488159179688
mig,0.3,2.801656723022461,2.766847610473633
mig,0.4,2.729654312133789,2.730846405029297
mig,0.5,2.7523040771484375,2.756834030151367
mig,0.6,2.7565956115722656,2.747774124145508
mig,0.7,2.733469009399414,2.716064453125
mig,0.8,2.705812454223633,2.742767333984375
mig,0.9,2.7170181274414062,2.7132034301757812
mig,1.0,2.7489662170410156,2.756357192993164
