mode,load,0_mobilenet_v3_large-4,1_mobilenet_v3_large-4
mig,0.1,10.493040084838865,11.040139198303223
mig,0.2,12.994408607482912,12.730503082275392
mig,0.3,11.732769012451175,11.54179573059082
mig,0.4,9.737205505371094,9.931659698486326
mig,0.5,8.706140518188478,8.539438247680664
mig,0.6,9.143543243408201,8.757066726684567
mig,0.7,11.059999465942383,11.423444747924803
mig,0.8,16.44513607025146,15.948104858398441
mig,0.9,30.415487289428707,24.457573890686053
mig,1.0,152.59981155395505,224.76713657379156
