mode,load,0_mobilenet_v3_large-4,1_mobilenet_v3_large-4
mig,0.1,4.057598114013672,4.698181152343752
mig,0.2,6.863641738891603,6.59468173980713
mig,0.3,6.933164596557618,6.868410110473646
mig,0.4,5.948162078857422,5.975008010864256
mig,0.5,5.501866340637208,5.427002906799316
mig,0.6,6.328725814819335,5.920696258544921
mig,0.7,8.256673812866211,8.652281761169432
mig,0.8,13.679695129394528,13.167381286621094
mig,0.9,27.613878250122067,21.693730354309082
mig,1.0,149.79715347290036,221.87807559967044
