mode,load,0_densenet169-8,1_mobilenet_v3_large-2,2_resnet50-32
mps-uncap,0.8,179.58489656448364,41.39848709106444,152.94062614440926
mps-uncap,0.9,166.31337165832502,82.79681921005242,465.5058526992798
mps-uncap,1.0,409.3286895751951,392.47033596038807,903.8286876678469
mps-uncap,0.5,59.78212356567376,23.962857723236084,44.926357269287
mps-uncap,0.6,62.339842319488525,25.443186759948734,57.70720005035396
mps-uncap,0.7,87.53423929214473,31.089091300964338,87.37035989761343
mps-uncap,0.1,37.91578292846678,13.397879600524902,22.6819396018982
mps-uncap,0.2,40.034456253051864,17.884964942932132,23.473596572875977
mps-uncap,0.3,46.42429828643802,19.631681442260753,32.37180709838868
mps-uncap,0.4,54.33089733123777,21.64657592773436,36.524353027343736
