mode,load,0_densenet169-8,1_mobilenet_v3_large-2,2_resnet50-32
mps-uncap,0.8,27.672529220581055,8.36634635925293,25.745391845703125
mps-uncap,0.9,39.662837982177734,12.806534767150879,47.930240631103516
mps-uncap,1.0,80.01625537872314,60.97567081451416,210.4243040084839
mps-uncap,0.5,19.44899559020996,7.333278656005859,13.281106948852539
mps-uncap,0.6,20.656585693359375,7.260560989379883,15.69676399230957
mps-uncap,0.7,25.618553161621094,7.402777671813965,19.731640815734863
mps-uncap,0.1,24.05261993408203,7.220268249511719,11.693477630615234
mps-uncap,0.2,23.6053466796875,7.2203874588012695,11.76595687866211
mps-uncap,0.3,19.378185272216797,7.632255554199219,11.992096900939941
mps-uncap,0.4,18.525123596191406,7.4863433837890625,12.442588806152344
