mode,load,0_densenet169-8,1_mobilenet_v3_large-2,2_resnet50-32
mps-uncap,0.8,30.20453453063965,11.459827423095703,16.083478927612305
mps-uncap,0.9,30.225276947021484,11.370420455932617,14.813899993896484
mps-uncap,1.0,31.766653060913086,11.438846588134766,16.78323745727539
mps-uncap,0.5,33.61105918884277,10.903358459472656,361.7701530456543
mps-uncap,0.6,33.72049331665039,11.15107536315918,14.161109924316406
mps-uncap,0.7,30.409812927246094,11.270284652709961,14.515876770019531
mps-uncap,0.1,28.432607650756836,10.725021362304688,13.779878616333008
mps-uncap,0.2,28.59950065612793,10.396718978881836,14.078617095947266
mps-uncap,0.3,29.483318328857422,11.072397232055664,14.114618301391602
mps-uncap,0.4,31.517744064331055,10.912656784057617,14.235973358154297
