mode,load,0_densenet169-8,1_mobilenet_v3_large-2,2_resnet50-32
mps-uncap,0.8,28.93186807632446,10.784053802490234,14.463715553283691
mps-uncap,0.9,29.46234703063965,10.839788913726807,14.525220394134521
mps-uncap,1.0,29.756789207458493,10.943636894226074,14.572746753692627
mps-uncap,0.5,30.999708175659176,9.582698345184324,14.057540893554686
mps-uncap,0.6,32.22388029098511,10.149989128112793,13.861491680145264
mps-uncap,0.7,29.264607429504395,10.318636894226072,14.306042194366455
mps-uncap,0.1,28.034520149230953,9.155302047729492,13.468873500823975
mps-uncap,0.2,27.83345699310303,9.475059509277346,13.869142532348633
mps-uncap,0.3,28.275456428527832,9.896588325500488,13.855516910552979
mps-uncap,0.4,30.22075891494751,9.634094238281245,13.991255760192871
