mode,load,0_densenet169-8,1_mobilenet_v3_large-2,2_resnet50-32
mps-uncap,0.8,9.834051132202148,2.692699432373047,11.489629745483398
mps-uncap,0.9,9.91511344909668,2.6967525482177734,11.513710021972656
mps-uncap,1.0,9.796857833862305,2.7403831481933594,11.535882949829102
mps-uncap,0.5,9.969949722290039,2.7244091033935547,11.507272720336914
mps-uncap,0.6,10.02812385559082,2.7132034301757812,11.48080825805664
mps-uncap,0.7,9.970664978027344,2.699136734008789,11.476516723632812
mps-uncap,0.1,10.227441787719727,2.8040409088134766,11.490345001220703
mps-uncap,0.2,10.0250244140625,2.749204635620117,11.495113372802734
mps-uncap,0.3,9.945154190063477,2.7828216552734375,11.487483978271484
mps-uncap,0.4,9.871482849121094,2.718687057495117,11.485815048217773
