mode,load,0_densenet169-8,1_mobilenet_v3_large-2,2_resnet50-32
mps-uncap,0.8,197.24860894288258,223.4989806617591,1880.5077982480361
mps-uncap,0.9,214.16692593984635,247.1990229844871,2110.2292225137294
mps-uncap,1.0,252.79269456718382,286.92698390561844,2294.2580840442915
mps-uncap,0.5,125.58501853073491,142.80598457560623,1158.1072056635267
mps-uncap,0.6,152.57511980014888,165.09761331644668,1423.1208155301758
mps-uncap,0.7,174.30938482699446,192.04345251125946,1624.784723359983
mps-uncap,0.1,21.85934637516314,27.442473440713027,229.2136400244358
mps-uncap,0.2,46.09415095051407,55.17304518960327,470.82667766178514
mps-uncap,0.3,74.83759326629244,82.16013255973371,712.381087595712
mps-uncap,0.4,96.28269401358628,112.50011918122561,899.376501631396
