mode,load,0_densenet169-8,1_mobilenet_v3_large-2,2_resnet50-32
mps-uncap,0.8,223.0212688446045,68.23396682739258,194.32616233825684
mps-uncap,0.9,178.12728881835938,160.13836860656738,503.4923553466797
mps-uncap,1.0,463.35411071777344,436.10429763793945,940.8657550811768
mps-uncap,0.5,86.32922172546387,29.65378761291504,370.4640865325928
mps-uncap,0.6,72.3412036895752,41.56827926635742,91.12954139709473
mps-uncap,0.7,128.10587882995605,58.171749114990234,124.65763092041016
mps-uncap,0.1,28.169870376586914,9.372472763061523,25.256872177124023
mps-uncap,0.2,22.080183029174805,18.749237060546875,21.990060806274414
mps-uncap,0.3,45.54033279418945,31.765460968017578,36.2551212310791
mps-uncap,0.4,57.45244026184082,21.828651428222656,42.30904579162598
