mode,load,0_densenet201-8,1_inception_v3-32,2_mobilenet_v2-32,3_mobilenet_v3_large-2
mps-uncap,1.0,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625
