mode,load,0_mobilenet_v3_large-8,1_mobilenet_v3_large-8,2_mobilenet_v3_large-8,3_mobilenet_v3_large-8
mig,1.0,3.9200782775878906,3.9930343627929688,4.004001617431641,7.4310302734375
