mode,load,0_densenet161-32,1_densenet169-8,2_vgg16-4
mps-uncap,0.8,412.3930632124023,156.93900795514384,464.17586069597775
mps-uncap,0.9,511.5478737252099,183.11796455089365,501.4072826308593
mps-uncap,1.0,526.3539966528326,167.16831003534247,556.2829020311558
mps-uncap,0.5,287.1443027738001,102.25974741861172,286.136365239084
mps-uncap,0.6,343.61134720063694,123.47097054784227,346.5907075416637
mps-uncap,0.7,404.65811090839924,135.78546836917522,409.8691315621561
mps-uncap,0.1,56.064052233964105,22.837769655082557,56.97524873939187
mps-uncap,0.2,123.81629221109324,37.13256494753795,114.83748253359192
mps-uncap,0.3,188.1454111664889,58.420921021741414,176.00102887058182
mps-uncap,0.4,232.13059183640723,76.78409563461149,224.5010886289046
