mode,load,0_densenet161-32,1_densenet169-8,2_vgg16-4
mps-uncap,0.8,371.23905181884743,153.2315659523013,91.15861892700177
mps-uncap,0.9,1516.4873671531682,1551.0732650756836,153.01740169525092
mps-uncap,1.0,7089.426846504211,9130.463016033173,2546.520357131959
mps-uncap,0.5,115.49118995666493,63.15226554870623,16.341030597686768
mps-uncap,0.6,186.44094467163086,114.87622737884493,27.426214218139624
mps-uncap,0.7,242.25342273712153,192.28877544403093,55.64635276794435
mps-uncap,0.1,45.94363689422606,25.60313940048216,5.15143871307374
mps-uncap,0.2,53.670778274536126,22.08921909332263,5.064411163330052
mps-uncap,0.3,48.34165573120122,26.7862367630005,9.450063705444324
mps-uncap,0.4,74.69027042388922,29.037570953369215,14.500379562377892
