mode,load,0_densenet161-32,1_densenet169-8,2_vgg16-4
mps-uncap,0.8,205.74283599853518,106.0652017593384,39.81266021728516
mps-uncap,0.9,1128.5964488983159,1204.8568725585938,92.15209484100342
mps-uncap,1.0,6672.438812255861,8280.85470199585,2316.530847549439
mps-uncap,0.5,106.58745765686034,47.07002639770508,13.637900352478027
mps-uncap,0.6,121.77276611328125,73.55141639709473,17.025566101074222
mps-uncap,0.7,200.50640106201172,103.72128486633302,26.220893859863292
mps-uncap,0.1,57.425093650817885,38.80417346954346,5.956697463989257
mps-uncap,0.2,52.184295654296896,33.07700157165527,6.489300727844239
mps-uncap,0.3,59.91125106811522,33.593845367431655,8.276653289794933
mps-uncap,0.4,73.12750816345216,36.95092201232913,10.840129852294922
