mode,load,0_densenet161-32,1_densenet169-8,2_vgg16-4
mps-uncap,0.8,35.19606590270996,17.18735694885254,3.0524730682373047
mps-uncap,0.9,42.772769927978516,16.91889762878418,3.132343292236328
mps-uncap,1.0,44.72231864929199,38.02824020385742,4.860639572143555
mps-uncap,0.5,32.579660415649414,17.060518264770508,3.0460357666015625
mps-uncap,0.6,32.829999923706055,16.94965362548828,3.0601024627685547
mps-uncap,0.7,33.78462791442871,17.07172393798828,3.090381622314453
mps-uncap,0.1,32.55176544189453,17.504215240478516,3.125905990600586
mps-uncap,0.2,32.54437446594238,17.217636108398438,3.082752227783203
mps-uncap,0.3,32.36222267150879,16.997575759887695,3.0853748321533203
mps-uncap,0.4,32.49692916870117,16.79682731628418,3.0870437622070312
