mode,load,0_squeezenet1_0-32,1_squeezenet1_0-32
mig,0.1,19.520044326782227,25.116682052612305
mig,0.2,16.612529754638672,18.253803253173828
mig,0.3,16.66426658630371,18.29218864440918
mig,0.4,17.259836196899414,18.407106399536133
mig,0.5,23.324251174926758,19.07825469970703
mig,0.6,17.064332962036133,18.301725387573242
mig,0.7,17.324447631835938,21.513700485229492
mig,0.8,18.300533294677734,19.33598518371582
mig,0.9,24.762868881225586,28.663158416748047
mig,1.0,16.87788963317871,18.711566925048828
