mode,load,0_squeezenet1_0-32,1_squeezenet1_0-32
mig,0.1,0.0324249267578125,0.03981590270996094
mig,0.2,0.02956390380859375,0.029325485229492188
mig,0.3,0.026464462280273438,0.026702880859375
mig,0.4,0.027179718017578125,0.02765655517578125
mig,0.5,3.998279571533203,4.093647003173828
mig,0.6,7.507205009460449,9.127378463745117
mig,0.7,15.52724838256836,17.307281494140625
mig,0.8,34.6677303314209,37.28532791137695
mig,0.9,1356.6983938217163,661.5149974822998
mig,1.0,3543.3714389801025,3329.1537761688232
