mode,load,0_squeezenet1_0-32,1_squeezenet1_0-32
mig,0.1,13.954639434814453,16.500234603881836
mig,0.2,12.970209121704102,14.691829681396484
mig,0.3,12.919425964355469,14.624953269958496
mig,0.4,13.100266456604004,14.859557151794434
mig,0.5,15.52128791809082,17.46976375579834
mig,0.6,18.816709518432617,22.071361541748047
mig,0.7,26.685118675231934,30.217647552490234
mig,0.8,46.031951904296875,50.40383338928223
mig,0.9,1368.032455444336,674.6461391448975
mig,1.0,3554.892063140869,3343.170642852783
