mode,load,0_squeezenet1_0-32,1_squeezenet1_0-32
mig,0.1,335.2860756469212,286.86073179108854
mig,0.2,648.5879644021646,531.3363804567887
mig,0.3,978.1357793807845,799.9051320129436
mig,0.4,1260.1539944728286,1080.1586983556765
mig,0.5,1604.5684720643067,1427.810323388653
mig,0.6,1901.950699534036,1622.137311497742
mig,0.7,2304.6769328879386,1905.9381544224238
mig,0.8,2547.3617964308714,2185.7127966231637
mig,0.9,2803.0274786472305,2413.7791933890903
mig,1.0,2816.014295887544,2417.4203823370453
