mode,load,0_inception_v3-32,1_squeezenet1_0-4,2_vgg11-32
mps-uncap,0.6,13.656139373779297,1.973867416381836,12.922525405883789
mig,0.6,19.9282169342041,2.695322036743164,37.68324851989746
mps-uncap,0.7,13.967156410217285,1.950979232788086,13.066291809082031
mig,0.7,19.975900650024414,2.705097198486328,37.74309158325195
mps-uncap,0.8,14.54472541809082,1.973867416381836,13.303160667419434
mig,0.8,20.152807235717773,2.7267932891845703,37.93764114379883
mps-uncap,0.9,14.693737030029297,2.002716064453125,13.319969177246094
mig,0.9,20.372867584228516,2.7604103088378906,38.17903995513916
mps-uncap,1.0,14.977693557739258,2.0842552185058594,13.443589210510254
mig,1.0,20.571470260620117,2.7823448181152344,38.399457931518555
mps-uncap,1.1,15.256881713867188,2.166748046875,13.514399528503418
mig,1.1,20.60830593109131,2.789020538330078,38.5584831237793
mps-uncap,1.2,15.469074249267578,2.221822738647461,13.532400131225586
mig,1.2,20.60997486114502,2.790212631225586,38.43379020690918
mps-uncap,1.3,16.808390617370605,2.236485481262207,13.523101806640625
mig,1.3,20.614981651306152,2.7878284454345703,38.434624671936035
