mode,load,0_inception_v3-32,1_squeezenet1_0-4,2_vgg11-32
mps-uncap,0.6,24.0323543548584,4.711508750915527,15.980863571166994
mig,0.6,22.522258758544925,3.020048141479492,40.375375747680664
mps-uncap,0.7,24.911093711853034,4.971504211425781,16.147971153259277
mig,0.7,22.371244430541992,2.978801727294922,40.08479118347169
mps-uncap,0.8,27.03115940093994,5.184412002563477,16.341710090637207
mig,0.8,22.557449340820312,2.9692411422729497,39.969825744628906
mps-uncap,0.9,28.567385673522953,5.3847789764404315,16.281843185424805
mig,0.9,22.740459442138672,2.973318099975586,39.34204578399658
mps-uncap,1.0,32.722187042236335,5.83338737487793,16.502809524536133
mig,1.0,23.08816909790039,2.985239028930664,39.6845817565918
mps-uncap,1.1,33.8106632232666,8.485603332519531,16.634225845336914
mig,1.1,23.061704635620117,2.9876232147216797,39.63303565979004
mps-uncap,1.2,34.612178802490234,10.244297981262214,16.579055786132812
mig,1.2,22.999882698059082,2.979755401611328,39.586830139160156
mps-uncap,1.3,36.141157150268555,11.11726760864258,16.605138778686523
mig,1.3,23.030471801757812,2.9990673065185547,39.86334800720215
