mode,load,0_inception_v3-32,1_squeezenet1_0-4,2_vgg11-32
mps-uncap,0.6,38.66682052612305,13.118231296539328,19.274516105651855
mig,0.6,24.20743465423584,3.869171142578126,42.15092658996582
mps-uncap,0.7,38.57726335525511,13.686072826385486,19.155335426330563
mig,0.7,24.060363769531243,3.8787126541137695,41.993207931518555
mps-uncap,0.8,43.746109008789055,14.332361221313478,19.739952087402337
mig,0.8,24.14436817169189,3.9505839347839333,41.87517166137695
mps-uncap,0.9,44.104015827178955,14.659492969512941,19.211769104003906
mig,0.9,24.43620681762695,3.9522647857666016,41.975951194763184
mps-uncap,1.0,45.2745723724365,14.908647537231444,19.58066701889038
mig,1.0,24.601821899414062,4.034066200256351,42.40253925323486
mps-uncap,1.1,45.87043762207032,15.10251045227051,19.831626415252686
mig,1.1,24.580338001251217,4.017627239227295,42.597949504852295
mps-uncap,1.2,47.15039253234865,15.38022518157959,19.937534332275387
mig,1.2,24.503839015960683,4.026894569396973,42.664146423339844
mps-uncap,1.3,49.06117200851437,15.474348068237303,19.72031593322754
mig,1.3,24.777302742004398,4.028556346893309,42.56035089492798
