mode,load,0_inception_v3-32,1_squeezenet1_0-4,2_vgg11-32
mps-uncap,0.6,63.919448852539055,31.744217872619636,17.00281858444213
mig,0.6,112.30440616607675,14.337344169616738,206.67962074279765
mps-uncap,0.7,81.77390336990351,60.911202430725005,24.47384595870969
mig,0.7,114.62195396423338,15.994846820831299,225.47791957855233
mps-uncap,0.8,141.59212112426732,130.03626346588135,23.739492893218994
mig,0.8,341.0806226730345,25.521967411041256,338.33675384521484
mps-uncap,0.9,235.92851638793942,523.9704132080078,30.477676391601566
mig,0.9,441.74863815307606,53.46460342407199,458.0550670623778
mps-uncap,1.0,571.0533237457274,12479.226851463318,30.054306983947743
mig,1.0,1901.3432312011723,273.9234232902527,1193.9566373825073
mps-uncap,1.1,8201.74117565155,25314.4900226593,32.21050500869755
mig,1.1,9723.586127758026,7990.235996246338,10871.993243694305
mps-uncap,1.2,15625.925559997559,33305.84437131882,42.74578094482419
mig,1.2,14133.458316326138,14179.724373817446,15273.730878829954
mps-uncap,1.3,24697.154369354248,39969.48883533478,53.70640754699707
mig,1.3,21093.251945972443,19152.738609313965,20826.72357559204
