mode,load,0_inception_v3-32,1_squeezenet1_0-4,2_vgg11-32
mps-uncap,0.6,135.8177661895752,65.0784969329834,32.34744071960449
mig,0.6,188.01593780517578,23.851871490478516,293.0638790130615
mps-uncap,0.7,126.65462493896484,93.57690811157227,42.0985221862793
mig,0.7,165.33279418945312,29.89983558654785,298.08998107910156
mps-uncap,0.8,198.3962059020996,169.36779022216797,37.68134117126465
mig,0.8,427.68001556396484,39.23487663269043,449.7072696685791
mps-uncap,0.9,299.1158962249756,596.721887588501,67.91043281555176
mig,0.9,558.5215091705322,71.63572311401367,610.1744174957275
mps-uncap,1.0,645.8470821380615,12611.617088317871,47.80459403991699
mig,1.0,2027.7948379516602,305.6766986846924,1298.738718032837
mps-uncap,1.1,8337.687015533447,25531.99052810669,60.23716926574707
mig,1.1,9859.03811454773,8032.685041427612,10970.296859741211
mps-uncap,1.2,15891.498804092407,33653.80930900574,69.84806060791016
mig,1.2,14350.582361221313,14291.423082351685,15408.381700515747
mps-uncap,1.3,24887.760877609253,40408.00714492798,95.9782600402832
mig,1.3,21351.118564605713,19345.03960609436,21121.03509902954
