mode,load,0_inception_v3-32,1_squeezenet1_0-4,2_vgg11-32
mps-uncap,0.6,81.96465969085672,35.63373088836674,31.812157630920407
mig,0.6,131.8680524826051,17.06924438476564,244.43439483642572
mps-uncap,0.7,102.0694732666015,65.48032760620116,38.66791725158687
mig,0.7,134.43815708160395,18.758058547973633,263.3622121810914
mps-uncap,0.8,162.62865543365473,133.09667110443115,37.77443408966064
mig,0.8,361.12077236175514,28.371620178222617,376.68063163757324
mps-uncap,0.9,256.2081289291382,527.1325683593752,44.58732604980475
mig,0.9,462.5339317321777,56.34350776672357,496.15316390991205
mps-uncap,1.0,590.8047103881834,12481.450819969177,44.81703042984009
mig,1.0,1922.815504074097,276.6911721229554,1232.186770439148
mps-uncap,1.1,8215.841083526611,25320.194883346558,47.2518563270569
mig,1.1,9744.008526802063,7993.2723402977,10910.409986972809
mps-uncap,1.2,15640.522537231445,33308.54635000229,57.18510150909423
mig,1.2,14154.167723655699,14182.666664123535,15313.947858810423
mps-uncap,1.3,24711.884515285492,39974.47300195694,68.53842735290527
mig,1.3,21115.157365798954,19155.667719841003,20864.979672431942
