mode,load,0_inception_v3-32,1_squeezenet1_0-4,2_vgg11-32
mps-uncap,0.6,46.60367965698242,17.88806915283203,20.773887634277344
mig,0.6,26.60679817199707,10.225534439086914,43.86544227600098
mps-uncap,0.7,47.79696464538574,17.081260681152344,21.8660831451416
mig,0.7,25.539875030517578,13.843774795532227,43.787479400634766
mps-uncap,0.8,53.90143394470215,19.300222396850586,22.017240524291992
mig,0.8,26.093482971191406,13.67640495300293,43.40672492980957
mps-uncap,0.9,54.05902862548828,17.122745513916016,21.811246871948242
mig,0.9,34.68751907348633,16.18647575378418,45.65620422363281
mps-uncap,1.0,53.33662033081055,19.29616928100586,21.824359893798828
mig,1.0,31.319141387939453,7.302284240722656,44.570207595825195
mps-uncap,1.1,56.26392364501953,16.984224319458008,22.02463150024414
mig,1.1,27.985811233520508,8.66389274597168,44.5556640625
mps-uncap,1.2,55.67741394042969,18.593311309814453,21.944284439086914
mig,1.2,33.69641304016113,14.500141143798828,44.728994369506836
mps-uncap,1.3,54.509639739990234,20.524024963378906,22.732973098754883
mig,1.3,26.542186737060547,12.070178985595703,44.1737174987793
