mode,load,0_inception_v3-32,1_squeezenet1_0-4,2_vgg11-32
mps-uncap,0.6,10.967016220092773,1.6891956329345703,11.071920394897461
mig,0.6,19.27471160888672,2.622365951538086,37.07242012023926
mps-uncap,0.7,10.95128059387207,1.7075538635253906,11.10219955444336
mig,0.7,19.22440528869629,2.6214122772216797,37.102460861206055
mps-uncap,0.8,11.100053787231445,1.7118453979492188,11.137008666992188
mig,0.8,19.312620162963867,2.620220184326172,37.15085983276367
mps-uncap,0.9,11.127948760986328,1.7213821411132812,11.263370513916016
mig,0.9,19.251346588134766,2.6197433471679688,37.35470771789551
mps-uncap,1.0,11.417865753173828,1.7294883728027344,11.654138565063477
mig,1.0,19.6073055267334,2.657651901245117,37.413835525512695
mps-uncap,1.1,11.95526123046875,1.7027854919433594,12.041568756103516
mig,1.1,19.63353157043457,2.6667118072509766,37.69564628601074
mps-uncap,1.2,13.388633728027344,1.735687255859375,12.067556381225586
mig,1.2,19.584178924560547,2.663850784301758,37.53852844238281
mps-uncap,1.3,12.48621940612793,1.7015933990478516,12.102365493774414
mig,1.3,19.52528953552246,2.649545669555664,37.546634674072266
