mode,load,0_inception_v3-32,1_squeezenet1_0-4,2_vgg11-32
mps-uncap,0.6,148.6074924468994,67.64030456542969,48.57945442199707
mig,0.6,208.268404006958,26.52454376220703,331.48717880249023
mps-uncap,0.7,141.4334774017334,95.67093849182129,55.98092079162598
mig,0.7,185.35804748535156,32.834768295288086,335.76202392578125
mps-uncap,0.8,211.9128704071045,174.59416389465332,51.80215835571289
mig,0.8,448.30822944641113,42.48833656311035,487.7588748931885
mps-uncap,0.9,314.0296936035156,599.440336227417,80.95073699951172
mig,0.9,578.270435333252,74.47624206542969,649.4693756103516
mps-uncap,1.0,663.4416580200195,12615.275621414185,61.132192611694336
mig,1.0,2048.114776611328,308.57062339782715,1337.2619152069092
mps-uncap,1.1,8351.683855056763,25545.103311538696,73.66681098937988
mig,1.1,9880.824565887451,8035.93897819519,11008.845329284668
mps-uncap,1.2,15915.6334400177,33669.43430900574,84.11407470703125
mig,1.2,14371.183633804321,14294.320583343506,15448.001623153687
mps-uncap,1.3,24904.65807914734,40419.29388046265,108.92748832702637
mig,1.3,21372.124195098877,19356.662034988403,21160.332918167114
