mode,load,0_efficientnet_b5-16,1_vgg11-16,2_vgg16-2
mps-uncap,0.8,188.60878262025182,1522.6852001663392,176.99357297921495
mps-uncap,0.9,210.53378638964006,1707.7151374479447,195.21445717223432
mps-uncap,1.0,230.95025173733433,1924.6638967820147,215.47173698505037
mps-uncap,0.5,118.73993965689475,931.7728330069245,112.24546530809863
mps-uncap,0.6,144.77990347358244,1100.4395290410446,131.0372417680934
mps-uncap,0.7,177.2556199182067,1312.8923831286586,153.70413080130336
mps-uncap,0.1,23.55281287733072,172.51695046829832,20.92060094619963
mps-uncap,0.2,43.89445702345944,363.3086866926983,44.88979471992056
mps-uncap,0.3,66.16332603338623,554.0550962022563,64.86184284271202
mps-uncap,0.4,89.48404541739343,753.5879502798407,84.99939416557895
