mode,load,0_efficientnet_b5-16,1_vgg11-16,2_vgg16-2
mps-uncap,0.8,15.519142150878906,5.394220352172852,1.9373893737792969
mps-uncap,0.9,15.394210815429688,5.385160446166992,1.9459724426269531
mps-uncap,1.0,18.773794174194336,5.385637283325195,1.9915103912353516
mps-uncap,0.5,14.967203140258789,5.376577377319336,1.9249916076660156
mps-uncap,0.6,14.991044998168945,5.394458770751953,1.9297599792480469
mps-uncap,0.7,15.047311782836914,5.409002304077148,1.9295215606689453
mps-uncap,0.1,15.037059783935547,5.375862121582031,1.9383430480957031
mps-uncap,0.2,14.995574951171875,5.365610122680664,1.9278526306152344
mps-uncap,0.3,15.059709548950195,5.364894866943359,1.9190311431884766
mps-uncap,0.4,15.05589485168457,5.373716354370117,1.9266605377197266
