mode,load,0_efficientnet_b5-16,1_vgg11-16,2_vgg16-2
mps-uncap,0.8,330.0178050994873,89.24698829650879,93.01137924194336
mps-uncap,0.9,412.53089904785156,159.1346263885498,133.7904930114746
mps-uncap,1.0,1290.2367115020752,338.4537696838379,383.29076766967773
mps-uncap,0.5,73.8213062286377,44.25501823425293,43.181419372558594
mps-uncap,0.6,147.0654010772705,45.586347579956055,45.257568359375
mps-uncap,0.7,244.12155151367188,59.80491638183594,41.90564155578613
mps-uncap,0.1,34.48891639709473,10.543584823608398,10.149478912353516
mps-uncap,0.2,43.088436126708984,15.234947204589844,12.624263763427734
mps-uncap,0.3,50.45461654663086,20.545244216918945,12.149333953857422
mps-uncap,0.4,56.02288246154785,27.4503231048584,20.91526985168457
