mode,load,0_efficientnet_b5-16,1_vgg11-16,2_vgg16-2
mps-uncap,0.8,37.15991973876953,6.629705429077148,5.921840667724609
mps-uncap,0.9,50.73881149291992,7.384777069091797,7.1343183517456055
mps-uncap,1.0,65.87398052215576,7.913112640380859,9.043574333190918
mps-uncap,0.5,21.33190631866455,5.614876747131348,2.2132396697998047
mps-uncap,0.6,24.562954902648926,6.0405731201171875,3.0422210693359375
mps-uncap,0.7,28.712987899780273,6.324529647827148,4.239916801452637
mps-uncap,0.1,21.369576454162598,5.468010902404785,2.213001251220703
mps-uncap,0.2,21.124839782714844,5.454540252685547,2.149224281311035
mps-uncap,0.3,21.86441421508789,5.452156066894531,2.1518468856811523
mps-uncap,0.4,21.510720252990723,5.475044250488281,2.177000045776367
