mode,load,0_efficientnet_b5-16,1_vgg11-16,2_vgg16-2
mps-uncap,0.8,51.683902740478516,10.443687438964844,7.369279861450195
mps-uncap,0.9,67.31963157653809,17.23003387451172,10.85507869720459
mps-uncap,1.0,314.9336576461792,69.17786598205566,98.87146949768066
mps-uncap,0.5,22.63009548187256,6.2569379806518555,3.0106306076049805
mps-uncap,0.6,27.700304985046387,6.734728813171387,3.9467811584472656
mps-uncap,0.7,34.40356254577637,8.240222930908203,5.817770957946777
mps-uncap,0.1,21.440744400024414,5.5304765701293945,2.2742748260498047
mps-uncap,0.2,21.411895751953125,5.518913269042969,2.2128820419311523
mps-uncap,0.3,22.405624389648438,5.5217742919921875,2.2259950637817383
mps-uncap,0.4,21.961688995361328,5.708456039428711,2.2728443145751953
