mode,load,0_densenet161-4,1_efficientnet_b5-32,2_resnet18-2
mps-uncap,0.8,16.1588191986084,30.041933059692383,1.934051513671875
mps-uncap,0.9,16.596078872680664,31.550884246826172,1.9693374633789062
mps-uncap,1.0,22.019624710083008,36.49258613586426,2.086162567138672
mps-uncap,0.5,16.356706619262695,29.463529586791992,1.9557476043701172
mps-uncap,0.6,16.386032104492188,29.53934669494629,1.947164535522461
mps-uncap,0.7,16.110658645629883,29.73461151123047,1.959085464477539
mps-uncap,0.1,17.113685607910156,29.485225677490234,1.977682113647461
mps-uncap,0.2,16.450881958007812,29.45709228515625,2.1538734436035156
mps-uncap,0.3,16.371726989746094,29.41608428955078,1.966714859008789
mps-uncap,0.4,16.246557235717773,29.447317123413086,1.9488334655761719
