mode,load,0_densenet161-4,1_efficientnet_b5-32,2_resnet18-2
mps-uncap,0.8,59.77523326873779,112.05935478210449,7.424592971801758
mps-uncap,0.9,514.9998664855957,601.2849807739258,829.3626308441162
mps-uncap,1.0,121.41120433807373,3183.0153465270996,905.8094024658203
mps-uncap,0.5,26.698827743530273,38.56337070465088,4.398345947265625
mps-uncap,0.6,35.24637222290039,52.00481414794922,4.168391227722168
mps-uncap,0.7,32.68623352050781,71.10059261322021,6.997585296630859
mps-uncap,0.1,29.581308364868164,32.42015838623047,4.669308662414551
mps-uncap,0.2,19.861936569213867,32.96828269958496,4.539012908935547
mps-uncap,0.3,20.2333927154541,34.476280212402344,4.537224769592285
mps-uncap,0.4,23.29850196838379,36.18776798248291,4.395961761474609
