mode,load,0_inception_v3-8,1_resnet152-4,2_resnet50-8
mps-uncap,0.8,97.2558689117429,267.0105075836181,74.7934460639954
mps-uncap,0.9,173.09847831726074,3328.7653398513794,275.1859045028684
mps-uncap,1.0,6948.891973495483,10072.584629058838,396.5261006355288
mps-uncap,0.5,38.530421257019,61.37431144714329,24.420619010925293
mps-uncap,0.6,52.73120880126957,71.17303848266613,30.540323257446268
mps-uncap,0.7,58.16112518310547,141.683852672577,49.35698032379151
mps-uncap,0.1,38.862037658691385,42.87482500076293,21.7974853515625
mps-uncap,0.2,32.19749927520751,40.98450183868409,26.661849021911625
mps-uncap,0.3,29.158678054809574,41.211345195770285,21.340579986572273
mps-uncap,0.4,31.426143646240202,53.17327976226807,23.345232009887688
