mode,load,0_inception_v3-8,1_resnet152-4,2_resnet50-8
mps-uncap,0.8,40.47632217407227,147.66631126403811,38.47937583923344
mps-uncap,0.9,76.5618324279785,3019.9804782867436,195.59125900268558
mps-uncap,1.0,6046.323347091675,8880.41639328003,273.295521736145
mps-uncap,0.5,13.128280639648438,22.16234207153321,7.970571517944336
mps-uncap,0.6,20.362758636474624,27.23712921142578,11.22336387634278
mps-uncap,0.7,22.032833099365234,50.792574882507324,18.122911453247074
mps-uncap,0.1,3.1422615051269553,2.2830963134765625,3.993701934814453
mps-uncap,0.2,9.059429168701172,10.836553573608398,6.850099563598635
mps-uncap,0.3,8.561754226684572,12.260365486145023,6.3692092895507875
mps-uncap,0.4,10.403156280517582,16.82460308074951,6.840944290161134
