mode,load,0_inception_v3-8,1_resnet152-4,2_resnet50-8
mps-uncap,0.8,136.91282272338867,331.9234848022461,84.98954772949219
mps-uncap,0.9,223.9997386932373,3404.2062759399414,302.2804260253906
mps-uncap,1.0,7127.085208892822,10255.491018295288,432.8896999359131
mps-uncap,0.5,51.59187316894531,68.47429275512695,30.97391128540039
mps-uncap,0.6,66.3156509399414,80.04117012023926,48.25711250305176
mps-uncap,0.7,69.26393508911133,190.56081771850586,80.1553726196289
mps-uncap,0.1,35.27951240539551,30.1516056060791,17.96412467956543
mps-uncap,0.2,27.167797088623047,32.41229057312012,30.593156814575195
mps-uncap,0.3,31.679391860961914,43.46823692321777,30.779600143432617
mps-uncap,0.4,40.06838798522949,86.01689338684082,29.741764068603516
