mode,load,0_inception_v3-8,1_resnet152-4,2_resnet50-8
mps-uncap,0.8,8.533954620361328,13.005256652832031,4.704713821411133
mps-uncap,0.9,8.46719741821289,13.270139694213867,4.747867584228516
mps-uncap,1.0,8.692026138305664,13.359785079956055,4.757881164550781
mps-uncap,0.5,8.478879928588867,13.223648071289062,4.630088806152344
mps-uncap,0.6,8.553743362426758,13.303756713867188,4.690647125244141
mps-uncap,0.7,8.46409797668457,13.242721557617188,4.704713821411133
mps-uncap,0.1,8.562803268432617,13.228654861450195,5.117893218994141
mps-uncap,0.2,8.706092834472656,13.00811767578125,4.790306091308594
mps-uncap,0.3,8.526325225830078,13.186454772949219,4.6977996826171875
mps-uncap,0.4,8.596181869506836,13.109683990478516,4.663228988647461
