mode,load,0_inception_v3-8,1_resnet152-4,2_resnet50-8
mps-uncap,0.8,146.26717567443848,346.9381332397461,90.47245979309082
mps-uncap,0.9,234.30109024047852,3418.017864227295,309.49902534484863
mps-uncap,1.0,7139.808177947998,10271.465063095093,439.483642578125
mps-uncap,0.5,62.185049057006836,81.98904991149902,39.66116905212402
mps-uncap,0.6,74.91469383239746,94.03467178344727,56.828975677490234
mps-uncap,0.7,79.57053184509277,204.69975471496582,86.8387222290039
mps-uncap,0.1,51.656246185302734,51.924705505371094,26.22246742248535
mps-uncap,0.2,36.910295486450195,46.37002944946289,37.548065185546875
mps-uncap,0.3,40.32588005065918,57.3582649230957,36.85259819030762
mps-uncap,0.4,48.895835876464844,99.84755516052246,35.04610061645508
